"","date","category","content"
"582",2018-01-05 11:20:00,"C","Limit"
"583",2018-01-05 11:40:00,"A","Attach"
"584",2018-01-05 12:00:00,"B","Limit"
"585",2018-01-05 12:20:00,"C","Warn"
"586",2018-01-05 12:40:00,"A","Check with author"
"587",2018-01-05 13:00:00,"B","Debug"
"588",2018-01-05 13:20:00,"C","Check with author"
"589",2018-01-05 13:40:00,"A","Warn"
"590",2018-01-05 14:00:00,"B","Warn"
"591",2018-01-01 12:00:00,"C","Attach"
"592",2018-01-01 12:20:00,"A","No clue"
"593",2018-01-01 12:40:00,"B","No clue"
"594",2018-01-01 13:00:00,"C","Warn"
"595",2018-01-01 13:20:00,"A","Debug"
"596",2018-01-01 13:40:00,"B","Limit"
"597",2018-01-01 14:00:00,"C","No clue"
"598",2018-01-01 14:20:00,"A","Warn"
"599",2018-01-01 14:40:00,"B","Warn"
"600",2018-01-01 15:00:00,"C","Limit"
"601",2018-01-01 15:20:00,"A","Check with author"
"602",2018-01-01 15:40:00,"B","Error"
"603",2018-01-01 16:00:00,"C","Attach"
"604",2018-01-01 16:20:00,"A","Attach"
"605",2018-01-01 16:40:00,"B","Attach"
"606",2018-01-01 17:00:00,"C","Debug"
"607",2018-01-01 17:20:00,"A","Error"
"608",2018-01-01 17:40:00,"B","Limit"
"609",2018-01-01 18:00:00,"C","Limit"
"610",2018-01-01 18:20:00,"A","Warn"
"611",2018-01-01 18:40:00,"B","Warn"
"612",2018-01-01 19:00:00,"C","Limit"
"613",2018-01-01 19:20:00,"A","Debug"
"614",2018-01-01 19:40:00,"B","Check with author"
"615",2018-01-01 20:00:00,"C","No clue"
"616",2018-01-01 20:20:00,"A","Check with author"
"617",2018-01-01 20:40:00,"B","Error"
"618",2018-01-01 21:00:00,"C","Error"
"619",2018-01-01 21:20:00,"A","Warn"
"620",2018-01-01 21:40:00,"B","No clue"
"621",2018-01-01 22:00:00,"C","No clue"
"622",2018-01-01 22:20:00,"A","Limit"
"623",2018-01-01 22:40:00,"B","Limit"
"624",2018-01-01 23:00:00,"C","Debug"
"625",2018-01-01 23:20:00,"A","Attach"
"626",2018-01-01 23:40:00,"B","Check with author"
"627",2018-01-02 00:00:00,"C","Debug"
"628",2018-01-02 00:20:00,"A","Check with author"
"629",2018-01-02 00:40:00,"B","Attach"
"630",2018-01-02 01:00:00,"C","Attach"
"631",2018-01-02 01:20:00,"A","Limit"
"632",2018-01-02 01:40:00,"B","Warn"
"633",2018-01-02 02:00:00,"C","Attach"
"634",2018-01-02 02:20:00,"A","Warn"
"635",2018-01-02 02:40:00,"B","Warn"
"636",2018-01-02 03:00:00,"C","Error"
"637",2018-01-02 03:20:00,"A","No clue"
"638",2018-01-02 03:40:00,"B","No clue"
"639",2018-01-02 04:00:00,"C","Warn"
"640",2018-01-02 04:20:00,"A","Limit"
"641",2018-01-02 04:40:00,"B","Warn"
"642",2018-01-02 05:00:00,"C","Error"
"643",2018-01-02 05:20:00,"A","Limit"
"644",2018-01-02 05:40:00,"B","Attach"
"645",2018-01-02 06:00:00,"C","Check with author"
"646",2018-01-02 06:20:00,"A","No clue"
"647",2018-01-02 06:40:00,"B","Error"
"648",2018-01-02 07:00:00,"C","Attach"
"649",2018-01-02 07:20:00,"A","Error"
"650",2018-01-02 07:40:00,"B","No clue"
"651",2018-01-02 08:00:00,"C","Limit"
"652",2018-01-02 08:20:00,"A","Warn"
"653",2018-01-02 08:40:00,"B","Debug"
"654",2018-01-02 09:00:00,"C","Debug"
"655",2018-01-02 09:20:00,"A","Warn"
"656",2018-01-02 09:40:00,"B","No clue"
"657",2018-01-02 10:00:00,"C","Check with author"
"658",2018-01-02 10:20:00,"A","Attach"
"659",2018-01-02 10:40:00,"B","Attach"
"660",2018-01-02 11:00:00,"C","Warn"
"661",2018-01-02 11:20:00,"A","Attach"
"662",2018-01-02 11:40:00,"B","Error"
"663",2018-01-02 12:00:00,"C","Warn"
"664",2018-01-02 12:20:00,"A","No clue"
"665",2018-01-02 12:40:00,"B","Attach"
"666",2018-01-02 13:00:00,"C","No clue"
"667",2018-01-02 13:20:00,"A","Limit"
"668",2018-01-02 13:40:00,"B","Attach"
"669",2018-01-02 14:00:00,"C","No clue"
"670",2018-01-02 14:20:00,"A","Attach"
"671",2018-01-02 14:40:00,"B","Warn"
"672",2018-01-02 15:00:00,"C","Error"
"673",2018-01-02 15:20:00,"A","Debug"
"674",2018-01-02 15:40:00,"B","Limit"
"675",2018-01-02 16:00:00,"C","Attach"
"676",2018-01-02 16:20:00,"A","Warn"
"677",2018-01-02 16:40:00,"B","Debug"
"678",2018-01-02 17:00:00,"C","Limit"
"679",2018-01-02 17:20:00,"A","Error"
"680",2018-01-02 17:40:00,"B","No clue"
"681",2018-01-02 18:00:00,"C","Check with author"
"682",2018-01-02 18:20:00,"A","Error"
"683",2018-01-02 18:40:00,"B","Attach"
"684",2018-01-02 19:00:00,"C","No clue"
"685",2018-01-02 19:20:00,"A","Debug"
"686",2018-01-02 19:40:00,"B","Warn"
"687",2018-01-02 20:00:00,"C","Warn"
"688",2018-01-02 20:20:00,"A","Check with author"
"689",2018-01-02 20:40:00,"B","Check with author"
"690",2018-01-02 21:00:00,"C","Error"
"691",2018-01-02 21:20:00,"A","Attach"
"692",2018-01-02 21:40:00,"B","Attach"
"693",2018-01-02 22:00:00,"C","Error"
"694",2018-01-02 22:20:00,"A","Check with author"
"695",2018-01-02 22:40:00,"B","No clue"
"696",2018-01-02 23:00:00,"C","Check with author"
"697",2018-01-02 23:20:00,"A","Warn"
"698",2018-01-02 23:40:00,"B","Error"
"699",2018-01-03 00:00:00,"C","Limit"
"700",2018-01-03 00:20:00,"A","No clue"
"701",2018-01-03 00:40:00,"B","No clue"
"702",2018-01-03 01:00:00,"C","No clue"
"703",2018-01-03 01:20:00,"A","Error"
"704",2018-01-03 01:40:00,"B","Attach"
"705",2018-01-03 02:00:00,"C","No clue"
"706",2018-01-03 02:20:00,"A","Warn"
"707",2018-01-03 02:40:00,"B","Check with author"
"708",2018-01-03 03:00:00,"C","Error"
"709",2018-01-03 03:20:00,"A","Check with author"
"710",2018-01-03 03:40:00,"B","Debug"
"711",2018-01-03 04:00:00,"C","Warn"
"712",2018-01-03 04:20:00,"A","Error"
"713",2018-01-03 04:40:00,"B","Limit"
"714",2018-01-03 05:00:00,"C","Error"
"715",2018-01-03 05:20:00,"A","No clue"
"716",2018-01-03 05:40:00,"B","Warn"
"717",2018-01-03 06:00:00,"C","Limit"
"718",2018-01-03 06:20:00,"A","Debug"
"719",2018-01-03 06:40:00,"B","Debug"
"720",2018-01-03 07:00:00,"C","Warn"
"721",2018-01-03 07:20:00,"A","Debug"
"722",2018-01-03 07:40:00,"B","Warn"
"723",2018-01-03 08:00:00,"C","Warn"
"724",2018-01-03 08:20:00,"A","Debug"
"725",2018-01-03 08:40:00,"B","Error"
"726",2018-01-03 09:00:00,"C","Debug"
"727",2018-01-03 09:20:00,"A","Limit"
"728",2018-01-03 09:40:00,"B","Error"
"729",2018-01-03 10:00:00,"C","Attach"
"730",2018-01-03 10:20:00,"A","Warn"
"731",2018-01-03 10:40:00,"B","Error"
"732",2018-01-03 11:00:00,"C","Error"
"733",2018-01-03 11:20:00,"A","No clue"
"734",2018-01-03 11:40:00,"B","Check with author"
"735",2018-01-03 12:00:00,"C","Error"
"736",2018-01-03 12:20:00,"A","Debug"
"737",2018-01-03 12:40:00,"B","Limit"
"738",2018-01-03 13:00:00,"C","No clue"
"739",2018-01-03 13:20:00,"A","Limit"
"740",2018-01-03 13:40:00,"B","Limit"
"741",2018-01-03 14:00:00,"C","Error"
"742",2018-01-03 14:20:00,"A","Limit"
"743",2018-01-03 14:40:00,"B","No clue"
"744",2018-01-03 15:00:00,"C","Check with author"
"745",2018-01-03 15:20:00,"A","Limit"
"746",2018-01-03 15:40:00,"B","Limit"
"747",2018-01-03 16:00:00,"C","Debug"
"748",2018-01-03 16:20:00,"A","Warn"
"749",2018-01-03 16:40:00,"B","No clue"
"750",2018-01-03 17:00:00,"C","Check with author"
"751",2018-01-03 17:20:00,"A","Attach"
"752",2018-01-03 17:40:00,"B","Attach"
"753",2018-01-03 18:00:00,"C","No clue"
"754",2018-01-03 18:20:00,"A","Check with author"
"755",2018-01-03 18:40:00,"B","Warn"
"756",2018-01-03 19:00:00,"C","Warn"
"757",2018-01-03 19:20:00,"A","Warn"
"758",2018-01-03 19:40:00,"B","Limit"
"759",2018-01-03 20:00:00,"C","Check with author"
"760",2018-01-03 20:20:00,"A","Limit"
"761",2018-01-03 20:40:00,"B","Check with author"
"762",2018-01-03 21:00:00,"C","Debug"
"763",2018-01-03 21:20:00,"A","Check with author"
"764",2018-01-03 21:40:00,"B","Attach"
"765",2018-01-03 22:00:00,"C","Error"
"766",2018-01-03 22:20:00,"A","Debug"
"767",2018-01-03 22:40:00,"B","Attach"
"768",2018-01-03 23:00:00,"C","Warn"
"769",2018-01-03 23:20:00,"A","Attach"
"770",2018-01-03 23:40:00,"B","No clue"
"771",2018-01-04 00:00:00,"C","Error"
"772",2018-01-04 00:20:00,"A","Attach"
"773",2018-01-04 00:40:00,"B","Attach"
"774",2018-01-04 01:00:00,"C","Debug"
"775",2018-01-04 01:20:00,"A","Limit"
"776",2018-01-04 01:40:00,"B","Error"
"777",2018-01-04 02:00:00,"C","Debug"
"778",2018-01-04 02:20:00,"A","Limit"
"779",2018-01-04 02:40:00,"B","Debug"
"780",2018-01-04 03:00:00,"C","Debug"
"781",2018-01-04 03:20:00,"A","Limit"
"782",2018-01-04 03:40:00,"B","Debug"
"783",2018-01-04 04:00:00,"C","Warn"
"784",2018-01-04 04:20:00,"A","No clue"
"785",2018-01-04 04:40:00,"B","Attach"
"786",2018-01-04 05:00:00,"C","Error"
"787",2018-01-04 05:20:00,"A","Warn"
"788",2018-01-04 05:40:00,"B","Check with author"
"789",2018-01-04 06:00:00,"C","No clue"
"790",2018-01-04 06:20:00,"A","Limit"
"791",2018-01-04 06:40:00,"B","Debug"
"792",2018-01-04 07:00:00,"C","No clue"
"793",2018-01-04 07:20:00,"A","No clue"
"794",2018-01-04 07:40:00,"B","Debug"
"795",2018-01-04 08:00:00,"C","Error"
"796",2018-01-04 08:20:00,"A","Debug"
"797",2018-01-04 08:40:00,"B","No clue"
"798",2018-01-04 09:00:00,"C","Debug"
"799",2018-01-04 09:20:00,"A","Debug"
"800",2018-01-04 09:40:00,"B","Debug"
"801",2018-01-04 10:00:00,"C","Limit"
"802",2018-01-04 10:20:00,"A","Attach"
"803",2018-01-04 10:40:00,"B","Warn"
"804",2018-01-04 11:00:00,"C","Error"
"805",2018-01-04 11:20:00,"A","Error"
"806",2018-01-04 11:40:00,"B","Limit"
"807",2018-01-04 12:00:00,"C","Warn"
"808",2018-01-04 12:20:00,"A","Debug"
"809",2018-01-04 12:40:00,"B","Attach"
"810",2018-01-04 13:00:00,"C","Debug"
"811",2018-01-04 13:20:00,"A","Check with author"
"812",2018-01-04 13:40:00,"B","Warn"
"813",2018-01-04 14:00:00,"C","Attach"
"814",2018-01-04 14:20:00,"A","Check with author"
"815",2018-01-04 14:40:00,"B","Error"
"816",2018-01-04 15:00:00,"C","Check with author"
"817",2018-01-04 15:20:00,"A","Debug"
"818",2018-01-04 15:40:00,"B","Attach"
"819",2018-01-04 16:00:00,"C","Error"
"820",2018-01-04 16:20:00,"A","Attach"
"821",2018-01-04 16:40:00,"B","Debug"
"822",2018-01-04 17:00:00,"C","Warn"
"823",2018-01-04 17:20:00,"A","Limit"
"824",2018-01-04 17:40:00,"B","Check with author"
"825",2018-01-04 18:00:00,"C","Limit"
"826",2018-01-04 18:20:00,"A","Warn"
"827",2018-01-04 18:40:00,"B","Limit"
"828",2018-01-04 19:00:00,"C","Debug"
"829",2018-01-04 19:20:00,"A","Debug"
"830",2018-01-04 19:40:00,"B","Limit"
"831",2018-01-04 20:00:00,"C","Debug"
"832",2018-01-04 20:20:00,"A","Debug"
"833",2018-01-04 20:40:00,"B","Debug"
"834",2018-01-04 21:00:00,"C","Attach"
"835",2018-01-04 21:20:00,"A","Attach"
"836",2018-01-04 21:40:00,"B","Debug"
"837",2018-01-04 22:00:00,"C","Warn"
"838",2018-01-04 22:20:00,"A","Check with author"
"839",2018-01-04 22:40:00,"B","Attach"
"840",2018-01-04 23:00:00,"C","Check with author"
"841",2018-01-04 23:20:00,"A","Attach"
"842",2018-01-04 23:40:00,"B","No clue"
"843",2018-01-05 00:00:00,"C","Attach"
"844",2018-01-05 00:20:00,"A","Limit"
"845",2018-01-05 00:40:00,"B","Debug"
"846",2018-01-05 01:00:00,"C","Debug"
"847",2018-01-05 01:20:00,"A","Limit"
"848",2018-01-05 01:40:00,"B","No clue"
"849",2018-01-05 02:00:00,"C","No clue"
"850",2018-01-05 02:20:00,"A","Limit"
"851",2018-01-05 02:40:00,"B","Error"
"852",2018-01-05 03:00:00,"C","Debug"
"853",2018-01-05 03:20:00,"A","Limit"
"854",2018-01-05 03:40:00,"B","Check with author"
"855",2018-01-05 04:00:00,"C","Attach"
"856",2018-01-05 04:20:00,"A","Debug"
"857",2018-01-05 04:40:00,"B","Error"
"858",2018-01-05 05:00:00,"C","Limit"
"859",2018-01-05 05:20:00,"A","No clue"
"860",2018-01-05 05:40:00,"B","Warn"
"861",2018-01-05 06:00:00,"C","Check with author"
"862",2018-01-05 06:20:00,"A","Warn"
"863",2018-01-05 06:40:00,"B","Attach"
"864",2018-01-05 07:00:00,"C","Error"
"865",2018-01-05 07:20:00,"A","Debug"
"866",2018-01-05 07:40:00,"B","Debug"
"867",2018-01-05 08:00:00,"C","Check with author"
"868",2018-01-05 08:20:00,"A","Attach"
"869",2018-01-05 08:40:00,"B","Attach"
"870",2018-01-05 09:00:00,"C","Warn"
"871",2018-01-05 09:20:00,"A","No clue"
"872",2018-01-05 09:40:00,"B","No clue"
"873",2018-01-05 10:00:00,"C","Debug"
"874",2018-01-05 10:20:00,"A","No clue"
"875",2018-01-05 10:40:00,"B","Check with author"
"876",2018-01-05 11:00:00,"C","Check with author"
"877",2018-01-05 11:20:00,"A","Debug"
"878",2018-01-05 11:40:00,"B","Debug"
"879",2018-01-05 12:00:00,"C","Limit"
"880",2018-01-05 12:20:00,"A","Attach"
"881",2018-01-05 12:40:00,"B","Debug"
"882",2018-01-05 13:00:00,"C","Check with author"
"883",2018-01-05 13:20:00,"A","Warn"
"884",2018-01-05 13:40:00,"B","Error"
"885",2018-01-05 14:00:00,"C","Error"
